,CTY_SCR_NAME,CTY_SCR_NBR_DY_01,CTY_SCR_NBR_DY_02,CTY_SCR_NBR_WK_01,CTY_SCR_NBR_WK_02,CTY_SCR_NBR_MO_01,CTY_SCR_NBR_MO_02,CTY_SCR_NBR_QT_01,CTY_SCR_NBR_QT_02,CTY_SCR_TGT_01,CTY_SCR_AVG_01,CTY_SCR_AVG_02,CTY_SCR_DEV_01,CTY_SCR_DEV_02,ETL_LOAD_DATE,ETL_LOAD_IS_ACTIVE_FLAG,CTY_SCR_OPEN_DATA_SOURCE,CTY_SCR_METRIC_TYPE,CTY_SCR_DAY,CTY_SCR_WEEK,CTY_SCR_MONTH,CTY_SCR_QUARTER,CTY_SCR_DAY_NAME
2215,SIGNAL REPAIR ON-TIME %,1.0,18.0,0.9552238999999999,67.0,0.9551122,400.0,0.9385159,1415.0,0.8,,,,,2017-06-26 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.1940298999999999,1.1938903,1.1731448999999998,Friday
2216,STREETLIGHT ON-TIME %,1.0,2.0,0.9444444,18.0,0.6992480999999999,133.0,0.5651537,683.0,0.8,,,,,2017-06-26 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.1805555,0.8740601,0.7064421,Friday
2217,TREE MAINTENANCE ON-TIME %,1.0,9.0,0.9893617,94.0,0.9909707,443.0,0.9731877,1007.0,0.8,,,,,2017-06-26 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.2367021,1.2387133999999997,1.2164846,Friday
2218,ON-TIME PERMIT REVIEWS,0.5454545,10.0,0.6351351,74.0,0.6380952,315.0,0.6620689999999999,870.0,0.75,,,,,2017-06-26 00:00:00,N,https://data.cityofboston.gov/Permitting/Approved-Building-Permits/msk6-43c6,Target,0.7272727,0.8468468000000001,0.8507935999999999,0.8827587,Friday
2219,BFD RESPONSE TIME,0.7808765000000001,251.0,0.8307110999999999,1589.0,0.8276453000000001,7003.0,0.8370259,19905.0,0.9,,,,,2017-06-26 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.8676405999999999,0.9230123,0.9196059000000001,0.9300288000000001,Friday
2220,EMS RESPONSE TIME,6.4833333,89.0,6.5833333,573.0,6.4,2484.0,6.383333299999999,7320.0,6.0,,,,,2017-06-26 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.9254498999999999,0.9113924000000001,0.9375,0.9399478000000001,Friday
2221,311 CALL CENTER PERFORMANCE,0.8848758,886.0,0.8610293,5770.0,0.8740333,24697.0,0.8663811,71427.0,0.95,,,,,2017-06-26 00:00:00,N,,Target,0.9314482,0.9063466,0.9200351000000001,0.9119801,Friday
2222,LIBRARY USERS,10223.0,,8282.5714286,,8827.548387100001,,8518.666666699999,,,7685.8196721,7552.363636399999,1812.1140371,1752.1271688000002,2017-02-16 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.7404686000000003,1.4101101,1.5028925,1.4686758,Wednesday
2223,PART 1 CRIMES,42.0,,45.0,,47.3225806,,45.8152174,,,58.7419355,54.884057999999996,9.449986500000001,9.3855382,2017-06-21 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.6236171999999998,1.515376,1.4410018,1.4028002,Tuesday
2224,HOMICIDES (TREND),0.0,,0.0,,0.09677419999999999,,0.1304348,,,0.1182796,0.1014493,0.3565981,0.325629,2017-06-21 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,,4.9070692000000005,3.2742665,Tuesday
2225,SHOOTINGS (TREND),0.0,,0.8571429,,1.3870968000000001,,1.1630435,,,0.8817204,0.9710145,0.9874149999999999,1.1689438,2017-06-21 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,2.1806579,1.3475162,1.8399641,Tuesday
2226,STABBINGS (TREND),1.0,,2.0,,1.5483871,,1.7065217000000001,,,1.5698925,1.5688406000000001,1.3302325000000002,1.2929066,2017-06-21 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,2.900125,1.4500625,1.8729973999999998,1.6769473999999998,Tuesday
2227,LIBRARY USERS,7494.0,,6908.285714300001,,6769.3666667,,7399.3483146,,,7696.1578947,7885.293103399999,1995.2311697999999,1817.0227412000002,2017-05-03 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.3145231000000002,1.2117829,1.1874151000000002,1.2193505,Tuesday
2228,PART 1 CRIMES,41.0,,48.571428600000004,,43.419354799999994,,48.0652174,,,51.0705882,54.7101449,10.9379073,11.054720199999998,2017-01-26 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.5124023000000002,1.2766455,1.4281303,1.3682423000000001,Wednesday
2229,HOMICIDES (TREND),0.0,,0.14285710000000001,,0.06451609999999999,,0.1413043,,,0.1647059,0.13526570000000002,0.4037638,0.35671479999999994,2017-01-26 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,3.9792891000000004,8.8112843,3.4817093,Wednesday
2230,SHOOTINGS (TREND),0.0,,1.0,,0.7419355,,0.8804348,,,0.9058824000000001,0.9371980999999999,1.2875181999999998,1.1827718999999999,2017-01-26 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,2.1934006,2.9563224999999997,2.4078671000000003,Wednesday
2231,STABBINGS (TREND),2.0,,1.0,,1.4193548,,1.5,,,1.2117646999999998,1.3429951999999998,1.2159076000000002,1.2398076999999998,2017-01-26 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.2138361999999998,2.4276723,1.7104055,1.7218686,Wednesday
2232,LIBRARY USERS,9466.0,,8836.142857100001,,8702.5,,8546.955555600001,,,7847.754386,7549.1931818,1646.3949066,1761.7965204999998,2017-01-26 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.5264395,1.4248718999999999,1.4033213,1.4768221000000001,Wednesday
2233,CITY SERVICES SATISFACTION SURVEYS,3.6,10.0,3.8571419999999996,42.0,4.0678730000000005,221.0,3.755707,438.0,4.0,,,,,2017-01-27 00:00:00,N,,Target,0.9,0.9642854999999999,1.0169683,0.9389268,Thursday
2234,GRAFFITI ON-TIME %,,,0.9454545,55.0,0.9554655999999999,247.0,0.9008620999999999,696.0,0.8,,,,,2017-01-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,,1.1818181,1.194332,1.1260776000000001,Thursday
2235,MISSED TRASH ON-TIME %,1.0,21.0,0.9765625,128.0,0.9805447,771.0,0.9835995000000001,2317.0,0.8,,,,,2017-01-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.2207031000000002,1.2256809,1.2294994,Thursday
2236,PARKS MAINTENANCE ON-TIME %,1.0,6.0,0.7727273,44.0,0.739726,146.0,0.7248908000000001,458.0,0.8,,,,,2017-01-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,0.9659091000000001,0.9246575,0.9061135,Thursday
2237,POTHOLE ON-TIME %,0.4545455,22.0,0.7521368,117.0,0.8366834000000001,398.0,0.8160111999999999,712.0,0.8,,,,,2017-01-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.5681819,0.9401709999999999,1.0458543,1.020014,Thursday
2238,SIGN INSTALLATION ON-TIME %,0.8461538000000001,13.0,0.7948718000000001,39.0,0.8506494000000001,154.0,0.6038062,578.0,0.8,,,,,2017-01-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.0576923,0.9935898000000001,1.0633118000000001,0.7547578,Thursday
2239,SIGNAL REPAIR ON-TIME %,1.0,14.0,0.6449275,138.0,0.8171295999999999,432.0,0.8763325999999999,938.0,0.8,,,,,2017-01-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,0.8061594,1.021412,1.0954158,Thursday
2240,STREETLIGHT ON-TIME %,0.9444444,18.0,0.8194444,72.0,0.7393365,210.0,0.6819484,698.0,0.8,,,,,2017-01-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.1805555,1.0243055,0.9241706000000001,0.8524354999999999,Thursday
2241,TREE MAINTENANCE ON-TIME %,1.0,28.0,0.974359,39.0,0.9585799,169.0,0.9209115,746.0,0.8,,,,,2017-01-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.2179488,1.1982249,1.1511394,Thursday
2242,ON-TIME PERMIT REVIEWS,0.9142857,35.0,0.8348624,109.0,0.7309091,275.0,0.7719512,820.0,0.75,,,,,2017-01-27 00:00:00,N,https://data.cityofboston.gov/Permitting/Approved-Building-Permits/msk6-43c6,Target,1.2190476000000001,1.1131499,0.9745455,1.0292683,Thursday
2243,LIBRARY USERS,8836.0,,8473.7142857,,8196.5333333,,8605.131868100001,,,7328.517857100001,7564.8291139,1707.7247702,1770.7871264000003,2017-01-06 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,1.5720201999999999,1.5075656000000002,1.4582521000000002,1.4851691,Thursday
2244,PARKS MAINTENANCE ON-TIME %,0.8709677,30.0,0.8783784,74.0,0.8757062,177.0,0.8330059000000001,509.0,0.8,,,,,2017-04-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.0887096,1.0979729999999999,1.0946328,1.0412574,Thursday
2245,POTHOLE ON-TIME %,0.875,16.0,0.6019737,304.0,0.5896033,730.0,0.6649944000000001,1794.0,0.8,,,,,2017-04-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.09375,0.7524670999999999,0.7370041,0.8312430000000001,Thursday
2246,SIGN INSTALLATION ON-TIME %,1.0,6.0,1.0,39.0,0.9201878000000001,213.0,0.8625205,611.0,0.8,,,,,2017-04-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.25,1.1502348,1.0781506,Thursday
2247,SIGNAL REPAIR ON-TIME %,1.0,15.0,0.9575758,165.0,0.9557662,633.0,0.9149636999999999,1517.0,0.8,,,,,2017-04-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.1969698,1.1947078000000002,1.1437046,Thursday
2248,STREETLIGHT ON-TIME %,0.7777778000000001,18.0,0.5050505,99.0,0.5014244999999999,350.0,0.5852018,892.0,0.8,,,,,2017-04-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.9722223,0.6313131,0.6267805999999999,0.7315023,Thursday
2249,TREE MAINTENANCE ON-TIME %,1.0,8.0,0.9464286,56.0,0.9533679,193.0,0.953125,512.0,0.8,,,,,2017-04-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.1830358,1.1917098999999998,1.1914063,Thursday
2250,ON-TIME PERMIT REVIEWS,0.6296295999999999,27.0,0.6883117,77.0,0.6753246999999999,308.0,0.7405141,817.0,0.75,,,,,2017-04-14 00:00:00,N,https://data.cityofboston.gov/Permitting/Approved-Building-Permits/msk6-43c6,Target,0.8395060999999999,0.9177489,0.9004329,0.9873521000000001,Thursday
2251,BFD RESPONSE TIME,0.8706896999999999,232.0,0.8618206,1527.0,0.8462011999999999,6502.0,0.8450613000000001,18517.0,0.9,,,,,2017-04-14 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.967433,0.9575783999999999,0.9402235999999999,0.9389569999999999,Thursday
2252,EMS RESPONSE TIME,6.8916667,98.0,6.6833333,611.0,6.675,2394.0,6.5666667,6712.0,6.0,,,,,2017-04-14 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.8706166999999999,0.8977556000000001,0.8988764000000001,0.9137056,Thursday
2253,CITY SERVICES SATISFACTION SURVEYS,4.25,8.0,3.981132,53.0,3.6560839999999994,189.0,3.8665510000000003,577.0,4.0,,,,,2017-04-14 00:00:00,N,,Target,1.0625,0.995283,0.9140209999999999,0.9666378000000001,Thursday
2254,BFD INCIDENTS,246.0,,227.2857142,,216.6774193,,212.11111110000002,,,204.9677419,213.9890109,18.278373100000003,58.635312600000006,2017-04-14 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,0.9075045,0.9822268,1.0303156,1.2852902,Thursday
2255,EMS INCIDENTS,349.0,,339.0,,316.4193548,,311.1,,,316.1935483,306.3626373,18.3201517,21.8436446,2017-04-14 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,0.958492,0.9867661,1.0571846999999999,1.0549864,Thursday
2256,311 CALL CENTER PERFORMANCE,0.7801088,1287.0,0.8317393,5646.0,0.8275379999999999,27925.0,0.8541404,79980.0,0.95,,,,,2017-04-14 00:00:00,N,,Target,0.8211671999999999,0.8755151,0.8710926,0.8990952,Thursday
2257,GRAFFITI ON-TIME %,,,0.7454545,55.0,0.7734807,181.0,0.8863198,519.0,0.8,,,,,2017-04-14 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,,0.9318181000000001,0.9668509,1.1078998,Thursday
2258,PART 1 CRIMES,,,43.6666667,,47.7777778,,49.840909100000005,,,56.846153799999996,57.436781599999996,11.481245800000002,10.651821400000001,2017-01-05 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,1.5647496,1.4301084,1.3661188,Wednesday
2259,HOMICIDES (TREND),,,0.0,,0.1111111,,0.1931818,,,0.1730769,0.1264368,0.3820047,0.3663473,2017-01-05 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,,4.9957349,2.5508826,Wednesday
2260,SHOOTINGS (TREND),,,0.3333333,,0.7777778000000001,,0.9886364,,,1.0384615,0.9425287,1.2039402,1.1465588,2017-01-05 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,6.7272058,2.8830877999999998,2.1130999,Wednesday
2261,STABBINGS (TREND),,,1.0,,1.2592593,,1.5227273000000001,,,1.3461538,1.4827586000000001,1.3267181000000001,1.3588678,2017-01-05 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,2.6728718999999996,2.1225747000000004,1.8661427,Wednesday
2262,CITY SERVICES SATISFACTION SURVEYS,4.8333330000000005,6.0,3.4545449999999995,33.0,3.965986,147.0,3.955,600.0,4.0,,,,,2017-03-27 00:00:00,N,,Target,1.2083333,0.8636363000000001,0.9914965,0.98875,Friday
2263,SIGNAL REPAIR ON-TIME %,0.8,5.0,0.902439,40.0,0.9187279,283.0,0.9232531999999999,873.0,0.8,,,,,2016-11-23 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.0,1.1280488000000002,1.1484098999999999,1.1540665,Tuesday
2264,STREETLIGHT ON-TIME %,0.75,4.0,0.7407406999999999,54.0,0.7727273,242.0,0.7726064,752.0,0.8,,,,,2016-11-23 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.9375,0.9259259,0.9659091000000001,0.965758,Tuesday
2265,TREE MAINTENANCE ON-TIME %,0.3333333,3.0,0.8421053,19.0,0.9353845999999999,325.0,0.9347537,750.0,0.8,,,,,2016-11-23 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.4166666,1.0526316,1.1692308,1.1684421,Tuesday
2266,ON-TIME PERMIT REVIEWS,0.7619048,20.0,0.7078651999999999,89.0,0.8011869,337.0,0.7849099,888.0,0.75,,,,,2016-11-23 00:00:00,N,https://data.cityofboston.gov/Permitting/Approved-Building-Permits/msk6-43c6,Target,1.0158731,0.9438203000000002,1.0682492000000001,1.0465465,Tuesday
2267,ON-TIME PERMIT REVIEWS,0.5263158,19.0,0.7272727,88.0,0.7993826999999999,324.0,0.7857948,887.0,0.75,,,,,2016-11-22 00:00:00,N,https://data.cityofboston.gov/Permitting/Approved-Building-Permits/msk6-43c6,Target,0.7017544,0.9696969000000001,1.0658436000000002,1.0477264000000002,Monday
2268,BFD RESPONSE TIME,0.7819149000000001,188.0,0.8209255999999999,1490.0,0.8358278,6480.0,0.8400277,20240.0,0.9,,,,,2016-11-22 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,0.8687943000000001,0.9121396,0.9286976,0.9333640999999999,Monday
2269,EMS RESPONSE TIME,5.75,60.0,6.4166667,497.0,6.5,2253.0,6.4333333,7212.0,6.0,,,,,2016-11-22 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Target,1.0434783,0.9350649,0.9230769,0.9326424999999999,Monday
2270,BFD INCIDENTS,198.0,,220.0,,216.7741935,,228.08695649999999,,,218.9032258,223.9130434,24.6419085,24.4030498,2016-11-22 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.2300258999999998,1.1070233,1.1234969,1.0886905,Monday
2271,EMS INCIDENTS,282.0,,306.2857142,,305.09677410000006,,320.7826086,,,311.1612903,318.5,22.859129100000004,25.2601845,2016-11-22 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.1844696000000001,1.0905517,1.0948015,1.0716297,Monday
2272,GRAFFITI ON-TIME %,1.0,4.0,0.9487179,39.0,0.7633929,224.0,0.8820302,729.0,0.8,,,,,2016-11-22 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.1858973999999998,0.9542411,1.1025378000000001,Monday
2273,MISSED TRASH ON-TIME %,1.0,34.0,0.9836065999999999,244.0,0.989899,792.0,0.9814586,2427.0,0.8,,,,,2016-11-22 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.2295083,1.2373738,1.2268233,Monday
2274,PARKS MAINTENANCE ON-TIME %,1.0,8.0,0.8571429,49.0,0.7867299,211.0,0.7916181999999999,859.0,0.8,,,,,2016-11-22 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.0714286,0.9834124,0.9895228000000001,Monday
2275,POTHOLE ON-TIME %,0.7777778000000001,9.0,0.8260870000000001,23.0,0.8466258,163.0,0.7638889,504.0,0.8,,,,,2016-11-22 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.9722223,1.0326088,1.0582823000000001,0.9548610999999999,Monday
2276,SIGN INSTALLATION ON-TIME %,1.0,4.0,0.8666666999999999,45.0,0.7555556,135.0,0.6711799,517.0,0.8,,,,,2016-11-22 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.0833334,0.9444445,0.8389749,Monday
2277,SIGNAL REPAIR ON-TIME %,1.0,2.0,0.9508197,60.0,0.9230769,286.0,0.9241918,897.0,0.8,,,,,2016-11-22 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.1885246,1.1538461000000002,1.1552398000000001,Monday
2278,STREETLIGHT ON-TIME %,1.0,2.0,0.75,56.0,0.7717841999999999,240.0,0.7730871,758.0,0.8,,,,,2016-11-22 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,0.9375,0.9647303,0.9663589,Monday
2279,TREE MAINTENANCE ON-TIME %,1.0,8.0,0.96875,32.0,0.941358,324.0,0.9411765,782.0,0.8,,,,,2016-11-22 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.2109375,1.1766975,1.1764706,Monday
2280,BFD INCIDENTS,214.0,,201.2857142,,217.71428569999998,,208.5,,,197.4137931,211.97802190000002,15.2842525,59.7570968,2017-03-27 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,0.9939161,1.0566972,0.9769595,1.3032858999999999,Friday
2281,EMS INCIDENTS,296.0,,298.14285710000007,,305.0,,307.9777777,,,308.72413789999996,301.4835164,19.692087899999997,25.3383165,2017-03-27 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.1095143,1.1015398,1.0767745000000002,1.0611864,Friday
2282,GRAFFITI ON-TIME %,1.0,5.0,0.8305084999999999,59.0,0.8795181000000001,83.0,0.9322709000000001,502.0,0.8,,,,,2017-03-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.0381356,1.0993976,1.1653386000000001,Friday
2283,MISSED TRASH ON-TIME %,0.9130434999999999,23.0,0.9293478000000001,184.0,0.9515885000000001,660.0,0.9585313,2315.0,0.8,,,,,2017-03-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.1413043999999999,1.1616848,1.1894856000000003,1.1981641,Friday
2284,PARKS MAINTENANCE ON-TIME %,0.8,5.0,0.8214286,28.0,0.904,125.0,0.8016878000000001,474.0,0.8,,,,,2017-03-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.0,1.0267858,1.13,1.0021098,Friday
2285,POTHOLE ON-TIME %,0.9166667,12.0,0.6380952,105.0,0.7354497,378.0,0.7329014,1389.0,0.8,,,,,2017-03-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.1458334,0.797619,0.9193121,0.9161268,Friday
2286,SIGN INSTALLATION ON-TIME %,0.8666666999999999,15.0,0.8852459,61.0,0.8617511999999998,217.0,0.8419244,582.0,0.8,,,,,2017-03-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.0833334,1.1065573999999998,1.077189,1.0524055,Friday
2287,SIGNAL REPAIR ON-TIME %,1.0,16.0,0.9753086,80.0,0.9360613999999999,391.0,0.8957529000000001,1295.0,0.8,,,,,2017-03-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.25,1.2191358,1.1700768,1.1196911,Friday
2288,STREETLIGHT ON-TIME %,0.5625,16.0,0.45882349999999994,85.0,0.5492424,264.0,0.6378866,776.0,0.8,,,,,2017-03-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.703125,0.5735294,0.686553,0.7973583000000001,Friday
2289,TREE MAINTENANCE ON-TIME %,0.5,2.0,0.8636364,22.0,0.9259259,108.0,0.9479638000000001,442.0,0.8,,,,,2017-03-27 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,0.625,1.0795455,1.1574073999999999,1.1849548,Friday
2290,LIBRARY USERS,,,8001.6666667,,8154.3793103,,8605.044444399999,,,7221.0185185,7555.477419399999,1645.05744,1764.90934,2017-01-05 00:00:00,N,https://data.cityofboston.gov/City-Services/Boston-Public-Library-Daily-Active-User-Counts/mzws-sfys,Historical,,1.4350291000000002,1.4624168,1.4860448999999998,Wednesday
2291,BPS ATTENDANCE,0.9994688,,0.996027,,0.9020610000000001,,0.9228700000000001,,0.95,,,,,2017-01-05 00:00:00,N,,Target,1.0520724,1.0484495,0.9495379,0.9714421,Wednesday
2292,BPS ATTENDANCE,,,0.923484,,0.917457,,0.910818,,0.95,,,,,2017-03-27 00:00:00,N,,Target,,0.9720884,0.9657441999999999,0.9587558,Friday
2293,PART 1 CRIMES,38.0,,36.428571399999996,,38.9677419,,42.555555600000005,,,51.053763399999994,47.0037037,9.086977800000001,11.105609300000001,2017-04-13 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.5826511,1.6509223000000002,1.5433468000000001,1.365493,Wednesday
2294,HOMICIDES (TREND),0.0,,0.0,,0.0,,0.055555600000000004,,,0.1075269,0.1222222,0.344597,0.3605379,2017-04-13 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,,,8.6896748,Wednesday
2295,SHOOTINGS (TREND),3.0,,1.2857143,,0.7741935000000001,,0.8222222,,,0.9892472999999999,0.8259259,1.3948245000000001,1.186696,2017-04-13 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,0.7946906,1.8542779999999999,3.0794262999999997,2.4477835,Wednesday
2296,STABBINGS (TREND),1.0,,1.4285714,,1.4516129,,1.4333333000000001,,,1.5268817,1.3296296,1.4033454,1.2520065,2017-04-13 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,2.9302271,2.051159,2.0186009,1.8011415000000002,Wednesday
2297,BPS ATTENDANCE,,,,,,,,,,,,,,2017-01-24 00:00:00,N,,Target,,,,,Monday
2298,PART 1 CRIMES,37.0,,47.8571429,,42.580645200000006,,48.0,,,51.345238099999996,54.922330099999996,10.8400129,11.0039366,2017-01-25 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.6806825,1.2993933000000002,1.4604112,1.3734639,Tuesday
2299,HOMICIDES (TREND),0.0,,0.14285710000000001,,0.06451609999999999,,0.1413043,,,0.15476189999999998,0.13106800000000002,0.3955794,0.3524213,2017-01-25 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,3.8523902999999997,8.530294,3.4216177000000005,Tuesday
2300,SHOOTINGS (TREND),2.0,,1.0,,0.7741935000000001,,0.8913042999999999,,,0.9880952,0.9466019,1.3487526,1.1861243000000001,2017-01-25 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,1.1684238999999998,2.3368477999999997,3.0184286,2.3928149,Tuesday
2301,STABBINGS (TREND),0.0,,0.7142857,,1.4193548,,1.5108696000000001,,,1.202381,1.368932,1.2299453000000002,1.2686870000000001,2017-01-25 00:00:00,N,https://data.cityofboston.gov/Public-Safety/Crime-Incident-Reports/7cdf-6fgx,Historical,,3.4052568999999995,1.7136845,1.7457622,Tuesday
2302,SIGNAL REPAIR ON-TIME %,0.9354839,31.0,0.8989898999999999,99.0,0.9053708,391.0,0.8845228999999999,1247.0,0.8,,,,,2017-03-15 00:00:00,N,https://data.cityofboston.gov/City-Services/311-Service-Requests/awu8-dc52,Target,1.1693548999999999,1.1237374,1.1317135,1.1056536,Tuesday
