,Good,Bad
35,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
36,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
37,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
38,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
39,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
40,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
41,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
42,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.347433000000002, -71.076162999999994), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
43,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.347433000000002, -71.076162999999994), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
44,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.347433000000002, -71.076162999999994), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
45,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.347433000000002, -71.076162999999994), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
46,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.347433000000002, -71.076162999999994), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
47,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.347433000000002, -71.076162999999994), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.350988999999998, -71.073643999999987), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
48,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
49,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
50,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
51,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
52,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
53,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
54,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
55,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
56,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
57,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
58,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
59,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
60,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
61,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
62,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
63,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
64,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
65,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.363731999999999, -71.124565000000004), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
66,"[(42.365074, -71.119581000000011), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
67,"[(42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
68,"[(42.365074, -71.119581000000011), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.361284999999995, -71.06514), (42.335910999999996, -71.088495999999992), (42.337171000000005, -71.102796999999995), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.343911999999996, -71.102221), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
