,Good,Bad
127,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
128,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
129,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
130,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
131,"[(42.353411999999999, -71.044623999999999), (42.341521999999998, -71.068922000000001), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
132,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
133,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
134,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
135,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.346171000000005, -71.099855000000005), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
136,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
137,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
138,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
139,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
140,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
141,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
142,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
143,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
144,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
145,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
146,"[(42.353411999999999, -71.044623999999999), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
147,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
148,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
149,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
150,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
151,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
152,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
153,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
154,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
155,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001)]"
156,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
157,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
158,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.362811000000001, -71.056066999999999), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
159,"[(42.353411999999999, -71.044623999999999), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
160,"[(42.353411999999999, -71.044623999999999), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
161,"[(42.353411999999999, -71.044623999999999), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
162,"[(42.353411999999999, -71.044623999999999), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.344763, -71.097880000000004), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
163,"[(42.353411999999999, -71.044623999999999), (42.345959000000001, -71.082577999999998), (42.349046000000001, -71.096831000000009), (42.338622999999998, -71.074181999999993), (42.352260999999999, -71.12383100000001), (42.352096000000003, -71.070378000000005), (42.356755, -71.055406999999988), (42.350850999999999, -71.089885999999993)]","[(42.351312999999998, -71.116174000000001), (42.338628999999997, -71.106499999999997), (42.335910999999996, -71.088495999999992), (42.361666999999997, -71.138019999999997), (42.352175000000003, -71.055547000000004), (42.351821000000001, -71.045461000000003), (42.341332000000001, -71.076847000000001), (42.349672999999996, -71.077303000000001), (42.357246999999994, -71.146451999999996), (42.357143000000001, -71.050698999999994), (42.360582999999998, -71.056868000000009), (42.343864000000004, -71.085918000000007), (42.351146, -71.066288999999998), (42.334875599999997, -71.07909690000001), (42.328189799999997, -71.083354499999999)]"
