,contributors,coordinates,created_at,entities,favorite_count,favorited,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,retweet_count,retweeted,source,text,truncated,user,preds,w_preds,pos_proba,w_pos_proba,hashtags
0,,,Sat Feb 19 03:33:32 +0000 2011,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",9,False,,38803340804628480,38803340804628480,,,,,,False,en,,8,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Go Wisconsin, if you break your unions now, I will promise to break the unions is Michigan and give all the tax breaks to my rich friends.",False,"{'id': 253857559, 'id_str': '253857559', 'name': 'Gov. Rick Snyder', 'screen_name': 'GovRickSnyder', 'location': 'Lansing Michigan', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 437, 'friends_count': 0, 'listed_count': 27, 'created_at': 'Fri Feb 18 03:16:39 +0000 2011', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1247718596/Rick_Snyder_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1247718596/Rick_Snyder_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,9,0.6066947960257094,5.460253164231385,[]
1,,,Fri Feb 18 03:24:25 +0000 2011,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",9,False,,38438658759589888,38438658759589888,,,,,,False,en,,14,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","My budget is exactly what Michigan needs.  Businesses create jobs and deserve big tax breaks, even it means some pain for many Michiganders.",False,"{'id': 253857559, 'id_str': '253857559', 'name': 'Gov. Rick Snyder', 'screen_name': 'GovRickSnyder', 'location': 'Lansing Michigan', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 437, 'friends_count': 0, 'listed_count': 27, 'created_at': 'Fri Feb 18 03:16:39 +0000 2011', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1247718596/Rick_Snyder_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1247718596/Rick_Snyder_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",0,0,0.2194962783821273,1.9754665054391456,[]
