,contributors,coordinates,created_at,entities,extended_entities,favorite_count,favorited,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,retweet_count,retweeted,retweeted_status,source,text,truncated,user,preds,w_preds,pos_proba,w_pos_proba,hashtags
139,,,Fri Jan 20 01:39:01 +0000 2012,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,0,False,,160174458974371840,160174458974371840,,,,,,False,en,,,22,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Take time to check on an elderly neighbor, or a neighbor who may need a little extra help. Makes a big difference, esp if power is out.",False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",0,0,0.49133921441087947,0.0,[]
140,,,Fri Jan 20 01:37:41 +0000 2012,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/4M6D53id', 'expanded_url': 'http://bit.ly/zXGAgM', 'display_url': 'bit.ly/zXGAgM', 'indices': [58, 78]}, {'url': 'http://t.co/ebHRCg5i', 'expanded_url': 'http://bit.ly/qI3Yu3', 'display_url': 'bit.ly/qI3Yu3', 'indices': [83, 103]}]}",,0,False,,160174122599583744,160174122599583744,,,,,,False,en,,False,7,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Remain safe out there-tips on flooding and power outages: http://t.co/4M6D53id and http://t.co/ebHRCg5i.,False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.7802766170747824,0.0,[]
141,,,Thu Jan 19 18:07:35 +0000 2012,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/HmhV2CSd', 'expanded_url': 'http://1.usa.gov/yp3hEG', 'display_url': '1.usa.gov/yp3hEG', 'indices': [115, 135]}]}",,2,False,,160060850458214400,160060850458214400,,,,,,False,en,,False,9,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Gov's office open - others still closed. Please continue to check web. Emergency declared in order to be prepared. http://t.co/HmhV2CSd,False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,2,0.5416556943465203,1.0833113886930406,[]
142,,,Wed Jan 18 17:01:36 +0000 2012,"{'hashtags': [{'text': 'wasnow', 'indices': [125, 132]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,0,False,,159681856676175872,159681856676175872,,,,,,False,en,,,3,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Gov's office open - other agencies closing due to snow. Please check individual websites, and if you have to drive, be safe! #wasnow",False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",0,0,0.38084563435303537,0.0,['wasnow']
143,,,Fri Jan 13 00:35:23 +0000 2012,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,1,False,,157621728028278784,157621728028278784,,,,,,False,en,,,8,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Cupcake Royale never fails to delight--thanks Jody and crew for the delicious rainbow cupcakes--and for all you do!,False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,1,0.8822693800723448,0.8822693800723448,[]
144,,,Wed Jan 04 22:15:33 +0000 2012,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/fjRrt5Pz', 'expanded_url': 'http://1.usa.gov/Ar5Wgt', 'display_url': '1.usa.gov/Ar5Wgt', 'indices': [29, 49]}]}",,12,False,,154687438684569601,154687438684569601,,,,,,False,en,,False,49,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Proud to make history today! http://t.co/fjRrt5Pz,False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,12,0.9718733583342886,11.662480300011463,[]
145,,,Fri Dec 23 18:21:10 +0000 2011,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/NOvS4kNC', 'expanded_url': 'http://bit.ly/s9htZA', 'display_url': 'bit.ly/s9htZA', 'indices': [118, 138]}]}",,0,False,,150279797346533376,150279797346533376,,,,,,False,en,,False,3,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Could see some snow on our mountain passes for the holidays! Please drive carefully - and check WSDOT for conditions. http://t.co/NOvS4kNC,False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.7401323596189686,0.0,[]
146,,,Fri Dec 16 20:29:43 +0000 2011,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,0,False,,147775433641963521,147775433641963521,,,,,,False,en,,,9,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Still celebrating a huge win for WA state! We received the third largest federal RTTT grant -$60 million!- to help teach our early learners!,False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.5923060613633448,0.0,[]
147,,,Tue Dec 13 20:59:15 +0000 2011,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,0,False,,146695701240352768,146695701240352768,,,,,,False,en,,,5,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The 737 MAX has landed in Renton and already great news! Congrats to Southwest Airlines and Boeing on this record order.,False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.5654173725398468,0.0,[]
148,,,Mon Dec 12 21:34:26 +0000 2011,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,0,False,,146342167344984064,146342167344984064,,,,,,False,en,,,3,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Congrats Walla Walla Community College! Named top five in America by Aspen Institute.,False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.692469270354028,0.0,[]
149,,,Tue Dec 06 21:28:35 +0000 2011,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,0,False,,144166369838120960,144166369838120960,,,,,,False,en,,,1,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Good news for WA small biz! New state initiative frees up much needed cash to help our small businesses grow and create jobs!,False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.7131819833991307,0.0,[]
150,,,Tue Dec 06 19:10:55 +0000 2011,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'jimmyfallon', 'name': 'jimmy fallon', 'id': 15485441, 'id_str': '15485441', 'indices': [0, 12]}], 'urls': []}",,1,False,,144131722693459968,144131722693459968,jimmyfallon,,,15485441.0,15485441,False,en,,,1,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@jimmyfallon – funny monologue the other night! But I’m a woman (even though you called me a he). Staff asked, what have you been smoking?!",False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,1,0.7522985045953544,0.7522985045953544,[]
151,,,Wed Nov 30 19:24:22 +0000 2011,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,0,False,,141960781741826048,141960781741826048,,,,,,False,en,,,14,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Washington will be home to the next generation 737! It’s truly a great day for Boeing’s workers, the whole company and our entire state.",False,"{'id': 39348261, 'id_str': '39348261', 'name': 'Chris Gregoire', 'screen_name': 'GovGregoire', 'location': 'Olympia,WA', 'description': 'Governor, State of Washington', 'url': 'http://t.co/be9UDzGsZO', 'entities': {'url': {'urls': [{'url': 'http://t.co/be9UDzGsZO', 'expanded_url': 'http://www.governor.wa.gov', 'display_url': 'governor.wa.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9603, 'friends_count': 36, 'listed_count': 701, 'created_at': 'Mon May 11 21:35:09 +0000 2009', 'favourites_count': 0, 'utc_offset': -25200, 'time_zone': 'Pacific Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 467, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DFDFDD', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/12718446/Gov_Twitter_background_blue_fade.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2409653703/9zgjc23lt65mywp0bg96_normal.jpeg', 'profile_link_color': '333333', 'profile_sidebar_border_color': '042C59', 'profile_sidebar_fill_color': 'ECECF3', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.5429214921003641,0.0,[]
