,contributors,coordinates,created_at,entities,extended_entities,favorite_count,favorited,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,quoted_status_id,quoted_status_id_str,retweet_count,retweeted,retweeted_status,source,text,truncated,user,preds,w_preds,pos_proba,w_pos_proba,hashtags
0,,,Thu Apr 26 13:19:06 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DeptofDefense', 'name': 'U.S. Dept of Defense', 'id': 66369181, 'id_str': '66369181', 'indices': [42, 56]}], 'urls': [{'url': 'https://t.co/sJgWsU5nEV', 'expanded_url': 'https://twitter.com/i/web/status/989494076692140032', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [116, 139]}]}",,32,False,,989494076692140032,989494076692140032,,,,,,False,en,,False,,,15,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","At 9:30 ET, tune in for SASC's hearing on @DeptofDefense FY19 budget request and Future Years Defense Program with… https://t.co/sJgWsU5nEV",True,"{'id': 275572403, 'id_str': '275572403', 'name': 'SASC Majority', 'screen_name': 'SASCMajority', 'location': 'Washington, D.C.', 'description': 'Official source for news from the Republicans on the Senate Armed Services Committee.', 'url': 'http://t.co/TuSX6iETrl', 'entities': {'url': {'urls': [{'url': 'http://t.co/TuSX6iETrl', 'expanded_url': 'http://armed-services.senate.gov/', 'display_url': 'armed-services.senate.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9191, 'friends_count': 180, 'listed_count': 469, 'created_at': 'Fri Apr 01 15:10:03 +0000 2011', 'favourites_count': 2, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 871, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/275572403/1360088897', 'profile_link_color': '1D8BC2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,32,0.6134824913676478,19.63143972376473,[]
1,,,Tue Apr 24 14:19:28 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jPztr7k0YI', 'expanded_url': 'https://twitter.com/i/web/status/988784491115220993', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]}",,5,False,,988784491115220993,988784491115220993,,,,,,False,en,,,,,10,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Today SASC voted to favorably report 256 pending military nominations, including ADM Philip Davidson to be Commande… https://t.co/jPztr7k0YI",True,"{'id': 275572403, 'id_str': '275572403', 'name': 'SASC Majority', 'screen_name': 'SASCMajority', 'location': 'Washington, D.C.', 'description': 'Official source for news from the Republicans on the Senate Armed Services Committee.', 'url': 'http://t.co/TuSX6iETrl', 'entities': {'url': {'urls': [{'url': 'http://t.co/TuSX6iETrl', 'expanded_url': 'http://armed-services.senate.gov/', 'display_url': 'armed-services.senate.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9191, 'friends_count': 180, 'listed_count': 469, 'created_at': 'Fri Apr 01 15:10:03 +0000 2011', 'favourites_count': 2, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 871, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/275572403/1360088897', 'profile_link_color': '1D8BC2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,5,0.6559344593519357,3.2796722967596788,[]
2,,,Tue Apr 24 13:31:48 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'usairforce', 'name': 'U.S. Air Force', 'id': 19611483, 'id_str': '19611483', 'indices': [53, 64]}, {'screen_name': 'SecAFOfficial', 'name': 'Dr. Heather Wilson', 'id': 847137140043583488, 'id_str': '847137140043583488', 'indices': [70, 84]}], 'urls': [{'url': 'https://t.co/2pzmOKZFLo', 'expanded_url': 'https://twitter.com/i/web/status/988772497851146240', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [116, 139]}]}",,34,False,,988772497851146240,988772497851146240,,,,,,False,en,,False,,,14,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tune in now for SASC's hearing on the posture of the @USAirForce with @SecAFOfficial Heather Wilson and USAF Chief… https://t.co/2pzmOKZFLo,True,"{'id': 275572403, 'id_str': '275572403', 'name': 'SASC Majority', 'screen_name': 'SASCMajority', 'location': 'Washington, D.C.', 'description': 'Official source for news from the Republicans on the Senate Armed Services Committee.', 'url': 'http://t.co/TuSX6iETrl', 'entities': {'url': {'urls': [{'url': 'http://t.co/TuSX6iETrl', 'expanded_url': 'http://armed-services.senate.gov/', 'display_url': 'armed-services.senate.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9191, 'friends_count': 180, 'listed_count': 469, 'created_at': 'Fri Apr 01 15:10:03 +0000 2011', 'favourites_count': 2, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 871, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/275572403/1360088897', 'profile_link_color': '1D8BC2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,34,0.6052489780497106,20.578465253690158,[]
3,,,Thu Apr 19 13:30:58 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'USNavy', 'name': 'U.S. Navy', 'id': 54885400, 'id_str': '54885400', 'indices': [34, 41]}, {'screen_name': 'USMC', 'name': 'U.S. Marines', 'id': 10126672, 'id_str': '10126672', 'indices': [48, 53]}], 'urls': [{'url': 'https://t.co/XYZOpuD5xG', 'expanded_url': 'https://twitter.com/i/web/status/986960348594008065', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [125, 148]}]}",,0,False,,986960348594008065,986960348594008065,,,,,,False,en,,False,,,1,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tune in now for SASC’s hearing on @USNavy &amp; @USMC posture with SECNAV Spencer, CNO ADM Richardson, &amp; USMC
Commandan… https://t.co/XYZOpuD5xG",True,"{'id': 275572403, 'id_str': '275572403', 'name': 'SASC Majority', 'screen_name': 'SASCMajority', 'location': 'Washington, D.C.', 'description': 'Official source for news from the Republicans on the Senate Armed Services Committee.', 'url': 'http://t.co/TuSX6iETrl', 'entities': {'url': {'urls': [{'url': 'http://t.co/TuSX6iETrl', 'expanded_url': 'http://armed-services.senate.gov/', 'display_url': 'armed-services.senate.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9191, 'friends_count': 180, 'listed_count': 469, 'created_at': 'Fri Apr 01 15:10:03 +0000 2011', 'favourites_count': 2, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 871, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/275572403/1360088897', 'profile_link_color': '1D8BC2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.7421872375232601,0.0,[]
4,,,Tue Apr 10 13:32:13 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/owQVapy7ai', 'expanded_url': 'https://www.armed-services.senate.gov/hearings/18-04-10-posture-of-the-united-states-transportation-command', 'display_url': 'armed-services.senate.gov/hearings/18-04…', 'indices': [110, 133]}]}",,2,False,,983699172028305408,983699172028305408,,,,,,False,en,,False,,,1,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tune in now for SASC'S hearing on the posture of U.S. Transportation Command with General Darren McDew, USAF:
https://t.co/owQVapy7ai",False,"{'id': 275572403, 'id_str': '275572403', 'name': 'SASC Majority', 'screen_name': 'SASCMajority', 'location': 'Washington, D.C.', 'description': 'Official source for news from the Republicans on the Senate Armed Services Committee.', 'url': 'http://t.co/TuSX6iETrl', 'entities': {'url': {'urls': [{'url': 'http://t.co/TuSX6iETrl', 'expanded_url': 'http://armed-services.senate.gov/', 'display_url': 'armed-services.senate.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9191, 'friends_count': 180, 'listed_count': 469, 'created_at': 'Fri Apr 01 15:10:03 +0000 2011', 'favourites_count': 2, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 871, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/275572403/1360088897', 'profile_link_color': '1D8BC2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,2,0.6687914250823542,1.3375828501647085,[]
5,,,Mon Apr 09 15:32:06 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SenJohnMcCain', 'name': 'John McCain', 'id': 19394188, 'id_str': '19394188', 'indices': [3, 17]}, {'screen_name': 'MilitaryTimes', 'name': 'Military Times', 'id': 27027979, 'id_str': '27027979', 'indices': [29, 43]}], 'urls': []}",,0,False,,983366953594220544,983366953594220544,,,,,,False,en,,,,,210,False,"{'created_at': 'Mon Apr 09 13:17:27 +0000 2018', 'id': 983333066079899648, 'id_str': '983333066079899648', 'text': 'Important @MilitaryTimes: ""The death toll for rising aviation accidents: 133 troops killed in five years"" https://t.co/JLkL6Upx3J', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MilitaryTimes', 'name': 'Military Times', 'id': 27027979, 'id_str': '27027979', 'indices': [10, 24]}], 'urls': [{'url': 'https://t.co/JLkL6Upx3J', 'expanded_url': 'https://www.militarytimes.com/news/your-military/2018/04/08/the-death-toll-for-rising-aviation-accidents-133-troops-killed-in-five-years/#.Wso_RseADKw.twitter', 'display_url': 'militarytimes.com/news/your-mili…', 'indices': [106, 129]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 19394188, 'id_str': '19394188', 'name': 'John McCain', 'screen_name': 'SenJohnMcCain', 'location': 'Phoenix, AZ / Washington, DC', 'description': 'U.S. Senator John McCain (R-AZ), Chairman of Senate Armed Services Committee', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 3405548, 'friends_count': 379, 'listed_count': 20455, 'created_at': 'Fri Jan 23 13:42:31 +0000 2009', 'favourites_count': 99, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': True, 'statuses_count': 14247, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0E1058', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/4035204/Twitter-page-3.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/4035204/Twitter-page-3.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/898243253362929664/y1gCTcz1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/898243253362929664/y1gCTcz1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/19394188/1421190330', 'profile_link_color': '0A0A0A', 'profile_sidebar_border_color': 'CB1C15', 'profile_sidebar_fill_color': '96A0A6', 'profile_text_color': '131515', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 210, 'favorite_count': 498, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @SenJohnMcCain: Important @MilitaryTimes: ""The death toll for rising aviation accidents: 133 troops killed in five years"" https://t.co/J…",False,"{'id': 275572403, 'id_str': '275572403', 'name': 'SASC Majority', 'screen_name': 'SASCMajority', 'location': 'Washington, D.C.', 'description': 'Official source for news from the Republicans on the Senate Armed Services Committee.', 'url': 'http://t.co/TuSX6iETrl', 'entities': {'url': {'urls': [{'url': 'http://t.co/TuSX6iETrl', 'expanded_url': 'http://armed-services.senate.gov/', 'display_url': 'armed-services.senate.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9191, 'friends_count': 180, 'listed_count': 469, 'created_at': 'Fri Apr 01 15:10:03 +0000 2011', 'favourites_count': 2, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 871, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/275572403/1360088897', 'profile_link_color': '1D8BC2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.6460757215646207,0.0,[]
6,,,Thu Mar 22 13:14:07 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ENERGY', 'name': 'Energy Department', 'id': 166252256, 'id_str': '166252256', 'indices': [66, 73]}], 'urls': [{'url': 'https://t.co/PngnZ3F0AH', 'expanded_url': 'https://twitter.com/i/web/status/976809247626481664', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [111, 134]}]}",,10,False,,976809247626481664,976809247626481664,,,,,,False,en,,False,,,15,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Today SASC will hold a hearing on challenges in the Department of @ENERGY atomic energy defense programs with… https://t.co/PngnZ3F0AH,True,"{'id': 275572403, 'id_str': '275572403', 'name': 'SASC Majority', 'screen_name': 'SASCMajority', 'location': 'Washington, D.C.', 'description': 'Official source for news from the Republicans on the Senate Armed Services Committee.', 'url': 'http://t.co/TuSX6iETrl', 'entities': {'url': {'urls': [{'url': 'http://t.co/TuSX6iETrl', 'expanded_url': 'http://armed-services.senate.gov/', 'display_url': 'armed-services.senate.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9191, 'friends_count': 180, 'listed_count': 469, 'created_at': 'Fri Apr 01 15:10:03 +0000 2011', 'favourites_count': 2, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 871, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/275572403/1360088897', 'profile_link_color': '1D8BC2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,10,0.6684101137061838,6.6841011370618375,[]
7,,,Wed Mar 21 17:49:50 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,1,False,,976516245829844992,976516245829844992,,,,,,False,en,,,,,2,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Today's Seapower Subcommittee hearing on Navy shipbuilding will be postponed.,False,"{'id': 275572403, 'id_str': '275572403', 'name': 'SASC Majority', 'screen_name': 'SASCMajority', 'location': 'Washington, D.C.', 'description': 'Official source for news from the Republicans on the Senate Armed Services Committee.', 'url': 'http://t.co/TuSX6iETrl', 'entities': {'url': {'urls': [{'url': 'http://t.co/TuSX6iETrl', 'expanded_url': 'http://armed-services.senate.gov/', 'display_url': 'armed-services.senate.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9191, 'friends_count': 180, 'listed_count': 469, 'created_at': 'Fri Apr 01 15:10:03 +0000 2011', 'favourites_count': 2, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 871, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/275572403/1360088897', 'profile_link_color': '1D8BC2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,1,0.6945094734135454,0.6945094734135454,[]
8,,,Wed Mar 21 17:47:36 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,3,False,,976515683357003776,976515683357003776,,,,,,False,en,,,,,5,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Today's Strategic Forces Subcommittee hearing on ballistic missile defense will be postponed.,False,"{'id': 275572403, 'id_str': '275572403', 'name': 'SASC Majority', 'screen_name': 'SASCMajority', 'location': 'Washington, D.C.', 'description': 'Official source for news from the Republicans on the Senate Armed Services Committee.', 'url': 'http://t.co/TuSX6iETrl', 'entities': {'url': {'urls': [{'url': 'http://t.co/TuSX6iETrl', 'expanded_url': 'http://armed-services.senate.gov/', 'display_url': 'armed-services.senate.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9191, 'friends_count': 180, 'listed_count': 469, 'created_at': 'Fri Apr 01 15:10:03 +0000 2011', 'favourites_count': 2, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 871, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/275572403/1360088897', 'profile_link_color': '1D8BC2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,3,0.7383454626343136,2.2150363879029404,[]
9,,,Thu Mar 08 14:30:31 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0M8vLh4ulI', 'expanded_url': 'https://twitter.com/i/web/status/971755043568410627', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]}",,6,False,,971755043568410627,971755043568410627,,,,,,False,en,,False,,,3,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tune in now for SASC's hearing on the security situation in Europe and the posture of U.S. European Command with Ge… https://t.co/0M8vLh4ulI,True,"{'id': 275572403, 'id_str': '275572403', 'name': 'SASC Majority', 'screen_name': 'SASCMajority', 'location': 'Washington, D.C.', 'description': 'Official source for news from the Republicans on the Senate Armed Services Committee.', 'url': 'http://t.co/TuSX6iETrl', 'entities': {'url': {'urls': [{'url': 'http://t.co/TuSX6iETrl', 'expanded_url': 'http://armed-services.senate.gov/', 'display_url': 'armed-services.senate.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 9191, 'friends_count': 180, 'listed_count': 469, 'created_at': 'Fri Apr 01 15:10:03 +0000 2011', 'favourites_count': 2, 'utc_offset': -14400, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 871, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/228149480/flag_1.jpg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1299575941/united_states_senate1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/275572403/1360088897', 'profile_link_color': '1D8BC2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,6,0.7374554275349473,4.424732565209684,[]
