,contributors,coordinates,created_at,entities,favorite_count,favorited,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,retweet_count,retweeted,source,text,truncated,user,preds,w_preds,pos_proba,w_pos_proba,hashtags
140,,,Tue Mar 11 21:19:40 +0000 2014,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/COUXK9dOIM', 'expanded_url': 'http://1.usa.gov/1iaaUwx', 'display_url': '1.usa.gov/1iaaUwx', 'indices': [114, 136]}]}",0,False,,443496502204198914,443496502204198914,,,,,,False,en,,False,1,False,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","News: Governor: Solar and Wind Energy Will Not Help Mainers Heat Their Homes: For Immediate Release: Tuesday, ... http://t.co/COUXK9dOIM",False,"{'id': 242797777, 'id_str': '242797777', 'name': 'Paul LePage', 'screen_name': 'MEGovernorNews', 'location': 'Augusta, Maine', 'description': ""Paul LePage is Governor of the State of Maine.  This account will provide you with the most up to date news from the Governor's office."", 'url': 'http://t.co/0103yTlUb2', 'entities': {'url': {'urls': [{'url': 'http://t.co/0103yTlUb2', 'expanded_url': 'http://www.maine.gov/governor', 'display_url': 'maine.gov/governor', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3845, 'friends_count': 20, 'listed_count': 186, 'created_at': 'Tue Jan 25 16:34:47 +0000 2011', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1034, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0F294E', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_link_color': '093246', 'profile_sidebar_border_color': '11B3CA', 'profile_sidebar_fill_color': 'F9FEA6', 'profile_text_color': '002038', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.5391253192515053,0.0,[]
141,,,Tue Mar 11 18:52:11 +0000 2014,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/i9a4au4rtQ', 'expanded_url': 'http://1.usa.gov/1iwEHxN', 'display_url': '1.usa.gov/1iwEHxN', 'indices': [114, 136]}]}",0,False,,443459388527742976,443459388527742976,,,,,,False,en,,False,0,False,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","News: Governor LePage Thanks Dept. of Corrections Commissioner Joseph Ponte: For Immediate Release: Tuesday, M... http://t.co/i9a4au4rtQ",False,"{'id': 242797777, 'id_str': '242797777', 'name': 'Paul LePage', 'screen_name': 'MEGovernorNews', 'location': 'Augusta, Maine', 'description': ""Paul LePage is Governor of the State of Maine.  This account will provide you with the most up to date news from the Governor's office."", 'url': 'http://t.co/0103yTlUb2', 'entities': {'url': {'urls': [{'url': 'http://t.co/0103yTlUb2', 'expanded_url': 'http://www.maine.gov/governor', 'display_url': 'maine.gov/governor', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3845, 'friends_count': 20, 'listed_count': 186, 'created_at': 'Tue Jan 25 16:34:47 +0000 2011', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1034, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0F294E', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_link_color': '093246', 'profile_sidebar_border_color': '11B3CA', 'profile_sidebar_fill_color': 'F9FEA6', 'profile_text_color': '002038', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.9677303896851809,0.0,[]
142,,,Thu Mar 06 17:07:36 +0000 2014,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/nH0zwAUabp', 'expanded_url': 'http://1.usa.gov/NBdNvd', 'display_url': '1.usa.gov/NBdNvd', 'indices': [114, 136]}]}",1,False,,441621127203262464,441621127203262464,,,,,,False,en,,False,0,False,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",News: Governor LePage Honored at Employer Support of the Guard and Reserve Forum: For Immediate Release: Thurs... http://t.co/nH0zwAUabp,False,"{'id': 242797777, 'id_str': '242797777', 'name': 'Paul LePage', 'screen_name': 'MEGovernorNews', 'location': 'Augusta, Maine', 'description': ""Paul LePage is Governor of the State of Maine.  This account will provide you with the most up to date news from the Governor's office."", 'url': 'http://t.co/0103yTlUb2', 'entities': {'url': {'urls': [{'url': 'http://t.co/0103yTlUb2', 'expanded_url': 'http://www.maine.gov/governor', 'display_url': 'maine.gov/governor', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3845, 'friends_count': 20, 'listed_count': 186, 'created_at': 'Tue Jan 25 16:34:47 +0000 2011', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1034, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0F294E', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_link_color': '093246', 'profile_sidebar_border_color': '11B3CA', 'profile_sidebar_fill_color': 'F9FEA6', 'profile_text_color': '002038', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,1,0.9560806994549049,0.9560806994549049,[]
143,,,Wed Mar 05 17:27:51 +0000 2014,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/miR0FIg9uy', 'expanded_url': 'http://1.usa.gov/1q6Nagi', 'display_url': '1.usa.gov/1q6Nagi', 'indices': [114, 136]}]}",0,False,,441263834976624640,441263834976624640,,,,,,False,en,,False,0,False,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",News: Governor LePage Promotes Maple Sugar Season with Annual Tree Tapping: AUGUSTA - Governor Paul R. LePage ... http://t.co/miR0FIg9uy,False,"{'id': 242797777, 'id_str': '242797777', 'name': 'Paul LePage', 'screen_name': 'MEGovernorNews', 'location': 'Augusta, Maine', 'description': ""Paul LePage is Governor of the State of Maine.  This account will provide you with the most up to date news from the Governor's office."", 'url': 'http://t.co/0103yTlUb2', 'entities': {'url': {'urls': [{'url': 'http://t.co/0103yTlUb2', 'expanded_url': 'http://www.maine.gov/governor', 'display_url': 'maine.gov/governor', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3845, 'friends_count': 20, 'listed_count': 186, 'created_at': 'Tue Jan 25 16:34:47 +0000 2011', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1034, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0F294E', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_link_color': '093246', 'profile_sidebar_border_color': '11B3CA', 'profile_sidebar_fill_color': 'F9FEA6', 'profile_text_color': '002038', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.8470151966824214,0.0,[]
144,,,Thu Feb 27 18:08:25 +0000 2014,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/lAnudwYlcU', 'expanded_url': 'http://1.usa.gov/1eqpcIy', 'display_url': '1.usa.gov/1eqpcIy', 'indices': [114, 136]}]}",0,False,,439099718245699584,439099718245699584,,,,,,False,en,,False,0,False,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","News: Statement of Governor on U.S. Department of Labor Review: For Immediate Release: Thursday, Feb. 27   
Co... http://t.co/lAnudwYlcU",False,"{'id': 242797777, 'id_str': '242797777', 'name': 'Paul LePage', 'screen_name': 'MEGovernorNews', 'location': 'Augusta, Maine', 'description': ""Paul LePage is Governor of the State of Maine.  This account will provide you with the most up to date news from the Governor's office."", 'url': 'http://t.co/0103yTlUb2', 'entities': {'url': {'urls': [{'url': 'http://t.co/0103yTlUb2', 'expanded_url': 'http://www.maine.gov/governor', 'display_url': 'maine.gov/governor', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3845, 'friends_count': 20, 'listed_count': 186, 'created_at': 'Tue Jan 25 16:34:47 +0000 2011', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1034, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0F294E', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_link_color': '093246', 'profile_sidebar_border_color': '11B3CA', 'profile_sidebar_fill_color': 'F9FEA6', 'profile_text_color': '002038', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.6096503240160343,0.0,[]
145,,,Mon Feb 24 21:20:44 +0000 2014,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/xnmttLVDhd', 'expanded_url': 'http://1.usa.gov/1h75MbX', 'display_url': '1.usa.gov/1h75MbX', 'indices': [114, 136]}]}",1,False,,438060951963570177,438060951963570177,,,,,,False,en,,False,4,False,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","News: Maine Agencies Cannibalized by Welfare Spending: For Immediate Release: Monday, Feb. 24  
Contact: Adrie... http://t.co/xnmttLVDhd",False,"{'id': 242797777, 'id_str': '242797777', 'name': 'Paul LePage', 'screen_name': 'MEGovernorNews', 'location': 'Augusta, Maine', 'description': ""Paul LePage is Governor of the State of Maine.  This account will provide you with the most up to date news from the Governor's office."", 'url': 'http://t.co/0103yTlUb2', 'entities': {'url': {'urls': [{'url': 'http://t.co/0103yTlUb2', 'expanded_url': 'http://www.maine.gov/governor', 'display_url': 'maine.gov/governor', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3845, 'friends_count': 20, 'listed_count': 186, 'created_at': 'Tue Jan 25 16:34:47 +0000 2011', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1034, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0F294E', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_link_color': '093246', 'profile_sidebar_border_color': '11B3CA', 'profile_sidebar_fill_color': 'F9FEA6', 'profile_text_color': '002038', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,1,0.7294835688213066,0.7294835688213066,[]
146,,,Fri Feb 14 21:05:34 +0000 2014,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/0TxNxWLVEb', 'expanded_url': 'http://1.usa.gov/1dtXwSo', 'display_url': '1.usa.gov/1dtXwSo', 'indices': [114, 136]}]}",0,False,,434433255912136705,434433255912136705,,,,,,False,en,,False,0,False,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","News: Governor Announces Three Nominees to Efficiency Maine Trust Board: For Immediate Release: Friday, Feb. 1... http://t.co/0TxNxWLVEb",False,"{'id': 242797777, 'id_str': '242797777', 'name': 'Paul LePage', 'screen_name': 'MEGovernorNews', 'location': 'Augusta, Maine', 'description': ""Paul LePage is Governor of the State of Maine.  This account will provide you with the most up to date news from the Governor's office."", 'url': 'http://t.co/0103yTlUb2', 'entities': {'url': {'urls': [{'url': 'http://t.co/0103yTlUb2', 'expanded_url': 'http://www.maine.gov/governor', 'display_url': 'maine.gov/governor', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3845, 'friends_count': 20, 'listed_count': 186, 'created_at': 'Tue Jan 25 16:34:47 +0000 2011', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1034, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0F294E', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_link_color': '093246', 'profile_sidebar_border_color': '11B3CA', 'profile_sidebar_fill_color': 'F9FEA6', 'profile_text_color': '002038', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.81196007753995,0.0,[]
147,,,Tue Feb 11 20:31:21 +0000 2014,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/CgUpC36gtO', 'expanded_url': 'http://1.usa.gov/M9ne4h', 'display_url': '1.usa.gov/M9ne4h', 'indices': [114, 136]}]}",0,False,,433337481207881728,433337481207881728,,,,,,False,en,,False,1,False,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Wkly Radio Address: Real Solutions that Work for All Mainers: This week liberal politicians called on me to of... http://t.co/CgUpC36gtO,False,"{'id': 242797777, 'id_str': '242797777', 'name': 'Paul LePage', 'screen_name': 'MEGovernorNews', 'location': 'Augusta, Maine', 'description': ""Paul LePage is Governor of the State of Maine.  This account will provide you with the most up to date news from the Governor's office."", 'url': 'http://t.co/0103yTlUb2', 'entities': {'url': {'urls': [{'url': 'http://t.co/0103yTlUb2', 'expanded_url': 'http://www.maine.gov/governor', 'display_url': 'maine.gov/governor', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3845, 'friends_count': 20, 'listed_count': 186, 'created_at': 'Tue Jan 25 16:34:47 +0000 2011', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1034, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0F294E', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_link_color': '093246', 'profile_sidebar_border_color': '11B3CA', 'profile_sidebar_fill_color': 'F9FEA6', 'profile_text_color': '002038', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",0,0,0.49851432095717896,0.0,[]
148,,,Tue Feb 11 19:10:37 +0000 2014,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/yvX9VPAbK5', 'expanded_url': 'http://1.usa.gov/1ogl0yF', 'display_url': '1.usa.gov/1ogl0yF', 'indices': [114, 136]}]}",0,False,,433317165584764928,433317165584764928,,,,,,False,en,,False,1,False,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","News: Governor Announces State Employees, Retirees Raise Nearly $275,000 for Charity: For Immediate Release: T... http://t.co/yvX9VPAbK5",False,"{'id': 242797777, 'id_str': '242797777', 'name': 'Paul LePage', 'screen_name': 'MEGovernorNews', 'location': 'Augusta, Maine', 'description': ""Paul LePage is Governor of the State of Maine.  This account will provide you with the most up to date news from the Governor's office."", 'url': 'http://t.co/0103yTlUb2', 'entities': {'url': {'urls': [{'url': 'http://t.co/0103yTlUb2', 'expanded_url': 'http://www.maine.gov/governor', 'display_url': 'maine.gov/governor', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3845, 'friends_count': 20, 'listed_count': 186, 'created_at': 'Tue Jan 25 16:34:47 +0000 2011', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1034, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0F294E', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_link_color': '093246', 'profile_sidebar_border_color': '11B3CA', 'profile_sidebar_fill_color': 'F9FEA6', 'profile_text_color': '002038', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.8700500468884055,0.0,[]
149,,,Fri Feb 07 22:36:58 +0000 2014,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/ltps1wT5zy', 'expanded_url': 'http://1.usa.gov/LXKIcw', 'display_url': '1.usa.gov/LXKIcw', 'indices': [114, 136]}]}",0,False,,431919541715615746,431919541715615746,,,,,,False,en,,False,1,False,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","News: Governor LePage Announces Judicial Nominees: For Immediate Release: Friday, Feb. 7   
Contact: Adrienne ... http://t.co/ltps1wT5zy",False,"{'id': 242797777, 'id_str': '242797777', 'name': 'Paul LePage', 'screen_name': 'MEGovernorNews', 'location': 'Augusta, Maine', 'description': ""Paul LePage is Governor of the State of Maine.  This account will provide you with the most up to date news from the Governor's office."", 'url': 'http://t.co/0103yTlUb2', 'entities': {'url': {'urls': [{'url': 'http://t.co/0103yTlUb2', 'expanded_url': 'http://www.maine.gov/governor', 'display_url': 'maine.gov/governor', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3845, 'friends_count': 20, 'listed_count': 186, 'created_at': 'Tue Jan 25 16:34:47 +0000 2011', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1034, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0F294E', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_link_color': '093246', 'profile_sidebar_border_color': '11B3CA', 'profile_sidebar_fill_color': 'F9FEA6', 'profile_text_color': '002038', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,0,0.8847329375890165,0.0,[]
150,,,Fri Feb 07 18:35:33 +0000 2014,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/fDlP31wZBT', 'expanded_url': 'http://1.usa.gov/1fEKbVv', 'display_url': '1.usa.gov/1fEKbVv', 'indices': [114, 136]}]}",1,False,,431858791026421760,431858791026421760,,,,,,False,en,,False,1,False,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",News: Governor Proclaims February Teen Dating Violence Awareness and Prevention Month: For Immediate Release: ... http://t.co/fDlP31wZBT,False,"{'id': 242797777, 'id_str': '242797777', 'name': 'Paul LePage', 'screen_name': 'MEGovernorNews', 'location': 'Augusta, Maine', 'description': ""Paul LePage is Governor of the State of Maine.  This account will provide you with the most up to date news from the Governor's office."", 'url': 'http://t.co/0103yTlUb2', 'entities': {'url': {'urls': [{'url': 'http://t.co/0103yTlUb2', 'expanded_url': 'http://www.maine.gov/governor', 'display_url': 'maine.gov/governor', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3845, 'friends_count': 20, 'listed_count': 186, 'created_at': 'Tue Jan 25 16:34:47 +0000 2011', 'favourites_count': 0, 'utc_offset': -10800, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 1034, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0F294E', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/605943969/jld8q52636pnzm2r3vyr.jpeg', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2403696348/c701t3zd2qqb6gl4zp8u_normal.jpeg', 'profile_link_color': '093246', 'profile_sidebar_border_color': '11B3CA', 'profile_sidebar_fill_color': 'F9FEA6', 'profile_text_color': '002038', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1,1,0.7557422705646382,0.7557422705646382,[]
